nome,kcal,proteina,carbo,gordura
"Arroz com nozes, c/ arroz polido, s/ sal (arroz polido, c/ noz, c/ óleo, cebola e alho, s/ sal)",222,"4,18","26,9","11,4"
"Arroz com peixe, c/ arroz integral, c/ sal (arroz integral, c/ peixe (água salgada, cação), tomate, pimentão amarelo e vermelho, c/ óleo, cebola e alho, c/ sal)",102,"6,06","13,7",3
"Arroz com peixe, c/ arroz integral, s/ sal (arroz integral, c/ peixe (água salgada, cação), tomate, pimentão amarelo e vermelho, c/ óleo, cebola e alho, s/ sal)",102,"6,31","13,2","3,02"
"Arroz com peixe, c/ arroz polido, c/ sal (arroz polido, c/ peixe (água salgada, cação), tomate, pimentão amarelo e vermelho, c/ óleo, cebola e alho, c/ sal)",113,"6,03","16,5","2,79"
"Arroz com peixe, c/ arroz polido, s/ sal (arroz polido, c/ peixe (água salgada, cação), tomate, pimentão amarelo e vermelho, c/ óleo, cebola e alho, s/ sal)",113,"6,03","16,5","2,79"
"Arroz com pequi, c/ arroz integral, c/ sal (arroz integral, pequi, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal)",178,"2,45","20,1","10,7"
"Arroz com pequi, c/ arroz integral, s/ sal (arroz integral, pequi, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal)",178,"2,46","20,1","10,7"
"Arroz com pequi, c/ arroz polido, c/ sal (arroz polido, pequi, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal)",193,"2,4","24,4","10,4"
"Arroz com pequi, c/ arroz polido, s/ sal (arroz polido, pequi, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal)",173,"2,42","24,4","10,4"
"Arroz com salsicha, c/ arroz polido, c/ sal (arroz polido, c/ salsicha, tomate, c/ óleo, cebola e alho, c/ sal)",156,"4,02","21,2","6,4"
"Arroz de coco, c/ arroz integral, c/ sal (arroz integral cozido, c/ coco e leite de coco, c/ óleo, cebola e alho, c/ sal)",163,"2,39","18,2","9,47"
"Arroz de coco, c/ arroz integral, s/ sal (arroz integral cozido, c/ coco e leite de coco, c/ óleo, cebola e alho, s/ sal)",165,"2,41","18,3","9,59"
"Arroz de cuxá, c/ arroz polido, c/ sal (arroz polido, quiabo, azedinha, camarão seco,  c/ óleo, cebola e alho, c/ sal)",120,"3,55","19,2","3,41"
"Arroz de forno, c/ arroz integral, c/ sal (arroz integral, c/ cenoura, milho e ervilha em conserva, cenoura, azeitona, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ óleo, cebola e alho, c/ sal)",126,"3,56","18,1","4,92"
"Arroz de forno, c/ arroz integral, s/ sal (arroz integral, c/ cenoura, milho e ervilha em conserva, cenoura, azeitona, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ óleo, cebola e alho, s/ sal)",127,"3,58","18,2","4,94"
"Arroz de forno, c/ arroz polido, c/ sal (arroz polido, c/ cenoura, milho e ervilha em conserva, azeitona, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ óleo, cebola e alho, c/ sal)",140,"3,52","21,9","4,65"
"Arroz de forno, c/ arroz polido, s/ sal (arroz polido, c/ cenoura, milho e ervilha em conserva, cenoura, azeitona, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ óleo, cebola e alho, s/ sal)",141,"3,54",22,"4,67"
"Arroz de leite (arroz integral, leite integral, c/ óleo de soja, cebola e alho, c/ sal)",104,"2,58","18,6","2,51"
"Arroz de leite (arroz integral, leite integral, c/ óleo, cebola e alho, c/ sal)",104,"2,58","18,6","2,51"
"Arroz de leite (arroz polido, leite integral, c/ óleo, cebola e alho, c/ sal)",121,"2,54","23,2","2,19"
"Arroz doce, c/ açúcar e canela (arroz integral cozido, leite integral, c/ açúcar e canela)",123,"2,39","25,7","1,5"
"Arroz doce, c/ açúcar e canela (arroz polido cozido, leite integral, c/ açúcar e canela)",137,"2,35","29,6","1,22"
"Arroz doce, c/ leite condensado e canela (arroz integral cozido, leite integral, leite condensado, c/ canela)",126,"3,37","23,3","2,45"
"Arroz doce, c/ leite condensado e canela (arroz polido cozido, leite integral, leite condensado, c/ canela)",139,"3,33","26,9","2,19"
"Arroz doce, light (arroz integral, leite desnatado, adoçante, canela em pó)",88,"2,61","18,6","0,72"
"Arroz doce, light (arroz polido, leite desnatado, adoçante, canela em pó)",112,"2,57","23,2","1,25"
"Arroz glutinoso para sushi (Shari), vinagre de arroz, s/ óleo, c/ açúcar, c/ sal (dado importado)",92,"1,98","21,4","0,19"
"Arroz integral com lentilha, c/ sal (arroz integral cozido, c/ lentilha, c/ óleo, cebola e alho, c/ sal)",119,"3,7","21,8","2,63"
"Arroz integral com lentilha, s/ sal (arroz integral cozido, c/ lentilha, c/ óleo, cebola e alho, s/ sal)",120,"3,71","21,8","2,75"
"Arroz piamontese, c/ arroz polido, c/ sal (arroz polido, c/ cogumelo paris, creme de leite, queijo parmesão, c/ molho branco (farinha de trigo, manteiga e leite), c/ óleo, cebola e alho, c/ sal)",182,"4,96","19,6","9,56"
"Arroz polido para sushi (Shari), vinagre de arroz, s/ óleo, c/ açúcar, c/ sal, Brasil",131,"2,34","30,2","0,4"
"Arroz polido, c/ linguiça calabresa, macarrão e banana da terra, cebolinha, c/ óleo de soja, cebola e alho, c/ sal",218,"6,26","22,7","10,8"
"Arroz polido, cozido, c/ óleo de soja, cebola e alho, c/ sal, Brasil",137,"2,4","29,2","1,52"
"Arroz polido, cozido, s/ óleo, s/ sal, Brasil (média diferentes cultivares)",131,"2,38",30,"0,41"
"Arroz selvagem, cozido, c/ óleo, cebola e alho, c/ sal",109,"3,93","20,9","1,42"
"Arroz selvagem, cozido, c/ óleo, cebola e alho, s/ sal",110,"3,94",21,"1,53"
"Arroz selvagem, cozido, s/ óleo, s/ sal (dado importado)",101,"3,99","21,3","0,34"
"Arroz,  farinha, Brasil",356,"6,9","79,7","1,1"
"Arroz, basmati (jasmine), cozido, s/ óleo, s/ sal (dado importado)",117,3,"25,2","0,6"
"Arroz, c/ feijão, c/ sal (arroz polido cozido, feijão carioca cozido, c/ óleo, cebola e alho, c/ sal)",110,"3,54","22,2","1,65"
"Arroz, c/ mandioca (aipim, macaxeira) cozida, c/ sal (arroz polido cozido (c/ óleo, cebola e alho), mandioca (aipim, macaxeira cozida), c/ sal)",129,"1,52","29,5","0,91"
"Arroz, c/ ovo frito, c/ sal (arroz polido cozido (c/ óleo, cebola e alho), ovo frito, c/ sal)",186,"8,97","15,2",10
"Arroz, creme, cozido, s/ tempero, Brasil",96,"2,01","21,9","0,14"
"Arroz, creme, pó, cru, Brasil",366,"7,43","82,2","1,09"
"Arroz, farelo, cru, Brasil",324,"14,2","35,5","19,3"
"Arroz, farinha, crua, Brasil (média  de diferentes marcas)",360,"6,24","82,6","0,76"
"Arroz, integral, cozido, c/ óleo, cebola e alho, c/ sal, Brasil",116,"2,46",23,"2,03"
"Arroz, integral, cozido, c/ óleo, cebola e alho, s/ sal",116,"2,46",23,"2,03"
"Arroz, integral, cozido, s/ sal, s/ óleo, Brasil",108,"2,44","23,5","0,87"
"Arroz, integral, cru (média diferentes cultivares), Brasil",347,"7,57","76,1","2,2"
"Arroz, parboilizado, s/ óleo, s/ sal (dado importado)",102,"2,1","23,4","0,1"
"Arroz, polido, cozido, c/ óleo de soja, cebola e alho, s/ sal, Brasil",138,"2,41","29,2","1,6"
"Arroz, polido, cru, Brasil (média de diferentes cultivares)",346,"7,04","79,1","0,5"
"Arroz, polido, glutionoso, cozido, s/ óleo, s/ sal (para sushi, Gohan) (dado importado)",92,"2,01",21,"0,19"
"Arrumadinho de charque (carne seca, carne de sol, jaba) (feijão fradinho, charque (carne seca, carne de sol, jaba) dessalgado, farinha de mandioca, c/ molho vinagrete (tomate, cebola, salsinha e vinagre), c/ óleo, cebola e alho, c/ sal)",207,"13,8",23,"7,57"
"Arrumadinho de frango, c/ sal (peito de frango refogado, tomate, salsa, creme de milho, c/ óleo, cebola e alho, c/ sal)",153,"15,9","9,35","5,99"
"Arrumadinho de frango, s/ sal (peito de frango refogado, tomate, salsa, creme de milho, c/ óleo, cebola e alho, s/ sal)",153,"15,9","9,38",6
"Asa de frango, c/ molho branco (molho bechamel), c/ queijo parmesão, gratinado, c/ sal, Brasil (asa de frango, leite de vaca integral, farinha de trigo refinada, manteiga, queijo parmesão, c/ sal)",247,"17,3","4,28","17,7"
"Aspargo, cozido, drenado, s/ óleo, s/ sal (dado importado)",24,"2,4","4,11","0,22"
"Aspargo, cozido, s/ óleo, c/ sal",24,"2,39","4,1","0,22"
"Aspargo, em conserva, drenado (dado importado)",21,"2,14","2,44","0,65"
"Aspargo, in natura (dado importado)",21,"2,2","3,88","0,12"
"Atemóia, in natura, Brasil",104,"0,97","25,3","0,3"
"Atolado de frango, c/ sal (frango inteiro, mandioca (aipim, macaxeira), tomate, salsa, cebolinha, c/ óleo, cebola e alho, c/ sal)",180,"12,4","12,7","9,02"
"Atolado de frango, s/ sal (frango inteiro, mandioca (aipim, macaxeira), tomate, salsinha, cebolinha, c/ óleo, cebola e alho, s/ sal)",181,"12,4","12,7","9,13"
"Aveia,  farelo, cozida, s/ tempero, Brasil",94,"4,18","16,1","2,31"
"Aveia, crua, Brasil (média de diferentes tipos)",382,"15,4","65,3","8,7"
"Aveia, farinha, cozida, s/ tempero, Brasil",48,"1,93","8,95","0,84"
"Aveia, farinha, crua, Brasil",370,"14,9",67,7
"Aveia, fibras, Brasil",377,"19,3","57,4","11,4"
"Aveia, flocos, finos, Brasil",379,"15,6","64,5","8,6"
"Aveia, flocos, finos, Brasil",387,"15,3","68,3","8,4"
"Aveia, flocos, finos, instantânea, Brasil",382,"15,7","63,8","9,2"
"Avelã , crua, s/ sal (dado importado)",673,15,"17,6","62,4"
"Avocado, polpa, in natura (dado importado)",161,2,"8,53","14,7"
"Azeite, dendê, Brasil",900,0,0,100
"Azeite, oliva, assado",900,0,0,100
"Azeite, oliva, Brasil",900,0,0,100
"Azeite, oliva, cozido",900,0,0,100
"Azeite, oliva, frito",900,0,0,100
"Azeitona, preta, conserva, drenada, Brasil",201,"1,16","5,54","20,3"
"Azeitona, verde, conserva, drenada, Brasil",140,"0,95","4,1","14,2"
"Baba de moça (leite condensado, gema de ovo, leite de coco, c/ manteiga, c/ açúcar)",282,"4,9","33,4","14,4"
"Babaçu, mesocarpo, farinha, crua, Brasil",288,"1,41","79,2","0,2"
"Bacalhau, c/ cobertura de farinha de trigo e ovo, frito (c/ óleo de soja), s/ sal (dado importado)",193,"19,2","5,1","10,7"
"Bacalhoada, c/ vegetais, c/ sal (bacalhau dessalgado, batata, pimentão amarelo e vermelho, tomate, c/ azeite de oliva, c/ sal)",137,"11,8","4,34","8,16"
"Baço bovino, refogado (c/ óleo, cebola e alho), c/ sal",601,"68,6",143,"0,73"
"Bacuri do Pará, in natura, Brasil",82,"1,22","17,4","1,8"
"Bacuri, polpa, in natura, Brasil",81,"1,22","18,3","1,46"
"Baião de dois, arroz e feijão fradinho (de corda), c/ sal (feijão fradinho (de corda), arroz polido, toucinho defumado (bacon), cebola, alho, coentro, queijo coalho, s/ óleo, c/ sal)",126,"5,17","23,1","2,3"
"Baião de dois, c/ arroz polido e lentilha, c/ azeite de oliva, c/ sal, Brasil [arroz polido, lentilha, carne suína (lombo), cebola, queijo coalho, tomate, azeite de oliva, alho, salsa (salsinha), cominho, pimenta-do-reino, louro, c/ sal]",346,"14,2","65,1","4,73"
"Baião de três, c/ arroz polido , feijão fradinho (de corda), carne bovina e suína, c/ sal (arroz polido, feijão fradinho (de corda), linguiça calabresa, toucinho defumado (bacon), charque (carne seca, carne de sol, jaba), pimentão, manteiga de garrafa, tomate, queijo coalho, salsinha e cebolinha, c/ óleo de soja, cebola e alho, c/ sal)",281,12,"14,3","19,7"
"Bala gelatina, goma (dado importado)",327,"4,6","77,3","0,5"
"Bala, caramelo (dado importado)",399,"4,6",77,"8,1"
"Bala, coco, caseira  (leite de coco e açúcar)",359,"0,46","82,3","3,08"
"Bala, dietética (média de diferentes sabores) (dado importado)",382,0,"96,3","0,2"
"Bala, dura (dado importado)",394,0,98,"0,2"
"Bala, frutas (dado importado)",394,0,98,"0,2"
"Banana flambada (sorvete, banana, suco de laranja, conhaque)",234,"0,91","47,7","3,53"
"Banana madura, rodelas, desidratada, Brasil",366,"4,25","89,5","0,63"
"Banana madura, s/ casca, cozida, s/ óleo, s/ sal, Brasil",129,"1,5","31,5","0,22"
"Banana passa, c/ cobertura de chocolate ao leite, Brasil",387,"4,98","62,3","13,9"
"Banana, cozida, c/ manteiga, c/ açúcar (média de 5 tipos - Nanica (caturra ou dágua), da Terra, Maçã, Ouro e Prata)",156,"1,41","32,4","2,81"
"Banana, cozida, caramelada",181,"1,04","44,6","0,15"
"Banana, cozida, s/ manteiga, c/ açúcar (média de 5 tipos - Nanica (caturra ou dágua), da Terra, Maçã, Ouro e Prata)",119,"1,44","33,3","0,24"
"Banana, cozida, s/ manteiga, s/ açúcar (média de 5 tipos - Nanica (caturra ou dágua), da Terra, Maçã, Ouro e Prata)",124,"1,48",30,"0,24"
"Banana, da terra, assada, s/ adição de ingredientes",165,"1,69","39,7","0,28"
"Banana, da terra, frita, c/ manteiga",236,"1,74","40,1","8,03"
"Banana, da terra, frita, c/ óleo de soja",247,"1,71","40,1","9,29"
"Banana, da terra, in natura, Brasil",140,"1,44","33,7","0,24"
"Banana, doce, em barra, Brasil",304,"2,17","75,7","0,05"
"Banana, Figo, in natura, Brasil",111,"1,1","27,8","0,1"
"Banana, grelhada, c/ manteiga, c/ açúcar e canela (média de 5 tipos - Nanica (caturra ou dágua), da Terra, Maçã, Ouro e Prata)",161,"1,47","33,7","2,82"
"Banana, grelhada, s/ manteiga, c/ açúcar e canela (média de 5 tipos - Nanica (caturra ou dágua), da Terra, Maçã, Ouro e Prata)",142,"1,5","34,6","0,25"
"Banana, grelhada, s/ manteiga, s/ açúcar (média de 5 tipos - Nanica (caturra ou dágua), da Terra, Maçã, Ouro e Prata)",129,"1,54","31,4","0,25"
"Banana, in natura (média diferentes variedades), Brasil",109,"1,27","26,7","0,19"
"Banana, maçã, in natura, Brasil",109,"1,49","26,3","0,27"
"Banana, nanica, à milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersão, s/ açúcar",293,"2,97","42,6","12,8"
"Banana, ouro, in natura, Brasil",116,"1,35","28,8","0,11"
"Banana, pacova, in natura, Brasil",115,"1,69","28,1","0,11"
"Banana, passa, Brasil",266,"3,15","64,6","0,51"
"Banana, prata, in natura, Brasil",107,"1,11","25,9","0,28"
"Banana, var. Nanica (caturra ou dágua), in natura, Brasil",91,"1,32","21,8","0,21"
"Banana, var. Narica (caturra ou dágua), à milanesa (farinha de rosca* e ovo), frita em imersão (c/ óleo de soja), s/ açúcar, Brasil",256,"3,77","31,5","13,3"
"Banha, suína (dado importado)",900,0,0,100
"Barra de cereal, dietética (dado importado)",406,"5,55","69,4","12,5"
"Barra, cereal, salgada, caseira (aveia em flocos, amêndoa e avelã, linhaça, gergelim, molho de mostarda, mel, alho em pó, c/ sal)",489,"14,8","46,7","29,3"
"Barreado, c/ sal (carne bovina patinho, toucinho, cebola, louro, manjerona, pimenta-do-reino, s/ óleo, c/ sal)",158,"18,2","0,09","9,49"
"Barreado, s/ sal (carne bovina patinho, toucinho, cebola, louro, manjerona, pimenta-do-reino, s/ óleo, s/ sal)",160,"18,3","0,09","9,53"
"Batata baroa (mandioquinha, batata salsa), cozida, drenada, s/ óleo, c/ sal",77,"0,85","18,9","0,17"
"Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, c/ azeite de oliva, c/ pimenta-do-reino, c/ sal",118,"0,8","17,8","5,16"
"Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, c/ azeite de oliva, c/ pimenta-do-reino, s/ sal",76,"0,84","18,8","0,17"
"Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, c/ manteiga, c/ pimenta-do-reino, c/ sal",111,"0,82","17,8","4,46"
"Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, c/ manteiga, c/ pimenta-do-reino, s/ sal",111,"0,82","17,8","4,46"
"Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, s/ óleo, c/ pimenta-do-reino, c/ sal",76,"0,84","18,8","0,17"
"Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, s/ óleo, c/ pimenta-do-reino, s/ sal",76,"0,84","18,8","0,17"
"Batata doce, s/ casca, assada, c/ salsa (salsinha) e pimenta-do-reino, s/ óleo, c/ sal, Brasil",144,"2,21","35,1","0,29"
"Batata doce, s/ casca, assada, s/ óleo, s/ sal, Brasil",145,"2,19","35,3","0,28"
"Batata frita, c/ queijo muçarela, c/ toucinho defumado (bacon), c/ sal",337,"12,7","20,7","23,4"
"Batata frita, McDonald´s (dado importado)",315,"3,41","42,6","15,5"
"Batata inglesa, chips, frita, c/ sal, Brasil",542,"5,44","51,5","35,8"
"Batata inglesa, sauté (c/ margarina e salsa), c/ sal, Brasil",79,"1,28","11,6","3,41"
"Batata recheada, c/ requeijão e toucinho defumado (bacon), assada, c/ sal",187,"6,47","14,9","11,6"
"Batata suíça, c/ camarão, c/ sal (batata inglesa cozida, c/ camarão e muçarela, c/ manteiga, c/ sal)",107,"7,13","10,1","4,48"
"Batata suíça, c/ peito de frango, c/ sal (batata inglesa cozida, c/ peito de frango e muçarela, c/ manteiga, c/ sal)",119,"8,97","10,2","4,95"
"Batata suíça, c/ ricota e espinafre, c/ sal (batata inglesa cozida, c/ ricota e espinafre, c/ manteiga, c/ sal)",78,"3,2","11,1","2,66"
"Batata suíça, c/ toucinho defumado (bacon), c/ sal (batata inglesa cozida, c/ toucinho defumado (bacon) e muçarela, c/ manteiga, c/ sal)",198,"8,57","10,2","13,9"
"Batata, baroa (mandioquinha, batata salsa), cozida, s/ casca, drenada, c/ óleo de soja, c/ sal",96,"0,83","18,4","2,54"
"Batata, baroa (mandioquinha, batata salsa), s/ casca, cozida, drenada, c/ óleo de soja, s/ sal",97,"0,83","18,5","2,55"
"Batata, baroa (mandioquinha, batata salsa), s/ casca, cozida, drenada, s/ óleo, s/ sal, Brasil",77,"0,85","18,9","0,17"
"Batata, baroa (mandioquinha, batata salsa), s/ casca, crua, Brasil",87,"0,82","21,6","0,12"
"Batata, baroa (mandioquinha, batata salsa), s/ casca, frita, c/ sal",230,"1,36","30,2","12,2"
"Batata, baroa (mandioquinha, batata salsa), s/ casca, frita, s/ sal, Brasil",231,"1,36","30,3","12,3"
"Batata, baroa (mandioquinha, batata salsa), s/ casca, sauté (c/ margarina e salsa), c/ sal",103,"0,81","17,9","3,5"
"Batata, baroa (mandioquinha, batata salsa), s/ casca, sauté (c/ margarina e salsa), s/ sal",104,"0,81",18,"3,51"
"Batata, cenoura e chuchu, refogados (c/ óleo de soja, cebola e alho), c/ sal",42,"0,9","7,59","1,26"
"Batata, doce, s/ casca, assada, c/ óleo de soja, c/ sal",144,"2,18","35,1","0,28"
"Batata, doce, s/ casca, assada, salsa, c/ azeite de oliva, c/ pimenta-do-reino, c/ sal",182,"2,09","33,3","5,28"
"Batata, doce, s/ casca, assada, salsa, c/ azeite de oliva, c/ pimenta-do-reino, s/ sal",182,"2,11","33,4","5,28"
"Batata, doce, s/ casca, assada, salsa, c/ manteiga, c/ pimenta-do-reino, c/ sal",176,"2,11","33,3","4,58"
"Batata, doce, s/ casca, assada, salsa, c/ manteiga, c/ pimenta-do-reino, s/ sal",175,"2,08","33,2","4,57"
"Batata, doce, s/ casca, assada, salsa, s/ óleo, c/ pimenta-do-reino, s/ sal",144,"2,22","35,1","0,29"
"Batata, doce, s/ casca, cozida, drenada, c/ óleo de soja, c/ sal",111,"0,83","22,4","2,55"
"Batata, doce, s/ casca, cozida, drenada, c/ óleo de soja, s/ sal",111,"0,83","22,5","2,56"
"Batata, doce, s/ casca, cozida, drenada, s/ óleo, c/ sal",92,"0,85",23,"0,18"
"Batata, doce, s/ casca, cozida, drenada, s/ óleo, s/ sal, Brasil",92,"0,85","23,1","0,18"
"Batata, doce, s/ casca, crua, Brasil",118,"1,78","28,7","0,23"
"Batata, doce, s/ casca, frita (c/ óleo de soja), c/ sal",254,"1,36","36,8","12,2"
"Batata, doce, s/ casca, frita (c/ óleo de soja), s/ sal, Brasil",255,"1,37","36,9","12,3"
"Batata, doce, s/ casca, sauté (c/ margarina e salsa), c/ sal",135,"0,79","21,3","5,76"
"Batata, doce, s/ casca, sauté (c/ margarina e salsa), s/ sal",136,"0,79","21,4","5,79"
"Batata, inglesa, cozida, c/ muçarela, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal",128,"6,49","10,8","6,77"
"Batata, inglesa, cozida, s/ casca, c/ molho branco (leite, farinha de trigo e manteiga), c/ sal",80,"2,15",13,"2,37"
"Batata, inglesa, cozida, s/ casca, c/ molho branco (leite, farinha de trigo e manteiga), s/ sal",80,"2,16","13,1","2,38"
"Batata, inglesa, cozida, s/ casca, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal",57,"1,41","11,1","1,09"
"Batata, inglesa, cozida, s/ casca, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal",57,"1,42","11,2","1,09"
"Batata, inglesa, frita (c/ óleo de soja), c/ sal",248,"4,04","32,7","11,9"
"Batata, inglesa, frita (c/ óleo de soja), s/ sal, Brasil",248,"4,06","32,9","11,9"
"Batata, inglesa, s/ casca, assada, alecrim, c/ azeite de oliva, c/ pimenta-do-reino, c/ sal",130,"2,4","19,5","5,13"
"Batata, inglesa, s/ casca, assada, alecrim, c/ azeite de oliva, c/ pimenta-do-reino, s/ sal",132,"2,42","19,8","5,22"
"Batata, inglesa, s/ casca, assada, alecrim, c/ manteiga, c/ pimenta-do-reino, c/ sal",124,"2,42","19,5","4,44"
"Batata, inglesa, s/ casca, assada, alecrim, c/ manteiga, c/ pimenta-do-reino, s/ sal",126,"2,44","19,8","4,51"
"Batata, inglesa, s/ casca, assada, alecrim, s/ óleo, c/ pimenta-do-reino, c/ sal",90,"2,53","20,5","0,1"
"Batata, inglesa, s/ casca, assada, alecrim, s/ óleo, c/ pimenta-do-reino, s/ sal",91,"2,55","20,8","0,17"
"Batata, inglesa, s/ casca, assada, c/ óleo de soja, c/ sal",125,"2,39","19,4","4,58"
"Batata, inglesa, s/ casca, assada, c/ óleo de soja, s/ sal",129,"2,39","19,4","5,05"
"Batata, inglesa, s/ casca, assada, s/ óleo, c/ sal",89,"2,52","20,4","0,05"
"Batata, inglesa, s/ casca, assada, s/ óleo, s/ sal, Brasil",89,"2,51","20,3","0,05"
